Date,Open,High,Low,Close,Adj Close,Volume
2020-08-10 00:00:00+05:30,154.3244508445925,156.01966974799282,143.7899488160648,147.21063232421875,147.21063232421875,3873624
2020-08-11 00:00:00+05:30,148.93607859636452,156.77642020567464,147.3014161667168,149.42042541503906,149.42042541503906,4932534
2020-08-12 00:00:00+05:30,139.2794751027719,144.0623787698929,135.22308716205367,140.1876220703125,140.1876220703125,4312095
2020-08-13 00:00:00+05:30,141.54983691375554,146.18138256946227,138.37132265328864,144.94024658203125,144.94024658203125,4850302
2020-08-14 00:00:00+05:30,147.08948974486754,148.33062539683758,137.6750339179697,139.76377868652344,139.76377868652344,2216476
2020-08-17 00:00:00+05:30,141.06548502972709,142.85150541745242,137.91724429300228,139.1886444091797,139.1886444091797,1254860
2020-08-18 00:00:00+05:30,141.03522419735924,142.7909805688833,140.46006629078107,141.64065551757812,141.64065551757812,1252781
2020-08-19 00:00:00+05:30,142.24607877766653,142.63961465639903,139.85462704593922,140.24815368652344,140.24815368652344,870160
2020-08-20 00:00:00+05:30,140.58114489032758,140.58114489032758,134.92036782339795,135.19281005859375,135.19281005859375,1625274
2020-08-21 00:00:00+05:30,137.13017275804748,138.6437508238096,135.79822590780628,137.1604461669922,137.1604461669922,1311906
2020-08-24 00:00:00+05:30,138.67405011371153,139.70328154288737,136.88802951041384,138.06861877441406,138.06861877441406,726910
2020-08-25 00:00:00+05:30,138.64376873229972,138.64376873229972,136.22204351426828,136.73666381835938,136.73666381835938,556880
2020-08-26 00:00:00+05:30,136.73664262693836,138.9161894424917,134.64789755958074,136.82745361328125,136.82745361328125,766552
2020-08-27 00:00:00+05:30,137.79615710339002,144.90997433777287,137.55397905890533,143.57801818847656,143.57801818847656,2264898
2020-08-28 00:00:00+05:30,143.63856682005297,144.97051374799395,137.76588542993963,138.46212768554688,138.46212768554688,1959566
2020-08-31 00:00:00+05:30,139.7032554989213,142.27633821125247,136.22202594694386,137.1907196044922,137.1907196044922,1633436
2020-09-01 00:00:00+05:30,137.2815434174303,139.85462637012745,136.85774336696866,137.61453247070312,137.61453247070312,976206
2020-09-02 00:00:00+05:30,137.73563064691675,140.46007169267992,137.61454622584597,138.79513549804688,138.79513549804688,479707
2020-09-03 00:00:00+05:30,138.94649284116684,140.03627110323717,135.61662046370967,136.07069396972656,136.07069396972656,979692
2020-09-04 00:00:00+05:30,134.37546361945465,136.82746202100034,133.4975901576574,134.19383239746094,134.19383239746094,413761
2020-09-07 00:00:00+05:30,134.3754507824835,134.98088197252682,130.83368386361823,131.8629150390625,131.8629150390625,888789
2020-09-08 00:00:00+05:30,131.71157040438425,131.71157040438425,127.20110943542993,128.29087829589844,128.29087829589844,464515
2020-09-09 00:00:00+05:30,127.50381683282235,132.86187751152684,122.78145153565353,130.89422607421875,130.89422607421875,1331011
2020-09-10 00:00:00+05:30,132.61972839978478,134.67819112898246,131.9840236857786,133.95167541503906,133.95167541503906,715608
2020-09-11 00:00:00+05:30,133.9213948072612,144.69807323923555,131.9840165947839,143.9110107421875,143.9110107421875,2717717
2020-09-14 00:00:00+05:30,143.91099818936775,144.36507160134818,134.70844555419384,135.58631896972656,135.58631896972656,1565798
2020-09-15 00:00:00+05:30,137.13017418388057,140.03624594798967,132.89215555568117,134.01220703125,134.01220703125,1122511
2020-09-16 00:00:00+05:30,133.49760334358518,135.25335044059966,131.98402507438354,132.74081420898438,132.74081420898438,739502
2020-09-17 00:00:00+05:30,132.22620969645277,134.95065090644687,130.4704623897165,130.74290466308594,130.74290466308594,872202
2020-09-18 00:00:00+05:30,131.74183896338582,133.70949045521215,128.23033599188162,129.2292938232422,129.2292938232422,618490
2020-09-21 00:00:00+05:30,129.68336025024968,131.01530703294398,123.99231070685268,124.71882629394531,124.71882629394531,556240
2020-09-22 00:00:00+05:30,124.59776506449326,127.74600601923326,121.14680845567923,126.05079650878906,126.05079650878906,871865
2020-09-23 00:00:00+05:30,127.01949680074323,134.95064180068402,125.8691717134738,128.68443298339844,128.68443298339844,1804262
2020-09-24 00:00:00+05:30,127.74599253274637,128.04870815486188,123.53824723297028,124.26476287841797,124.26476287841797,550605
2020-09-25 00:00:00+05:30,125.2032107385979,127.65520966557223,124.50695911144982,126.62596893310547,126.62596893310547,659337
2020-09-28 00:00:00+05:30,127.14055463896985,129.10820607981105,126.3837656232617,127.04974365234375,127.04974365234375,586175
2020-09-29 00:00:00+05:30,127.92761925671437,130.0163551282583,127.23136780743482,128.47250366210938,128.47250366210938,596722
