Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2024-07-31 00:00:00+05:30,317.2785707216997,317.97284667284737,312.8650544444087,313.4601135253906,25709971,0.0,0.0,BEL
2024-08-01 00:00:00+05:30,315.09662506279443,315.09662506279443,305.525677603519,308.60028076171875,28141436,0.0,0.0,BEL
2024-08-02 00:00:00+05:30,302.7982175713348,306.1703806025869,299.22774186119034,300.4674987792969,26155604,0.0,0.0,BEL
2024-08-05 00:00:00+05:30,287.4748353600906,295.0125633481437,282.6645725457243,287.8715515136719,50390560,0.0,0.0,BEL
2024-08-06 00:00:00+05:30,289.60719409540906,300.1203380167562,284.00349930425483,284.8961181640625,39171936,0.0,0.0,BEL
2024-08-07 00:00:00+05:30,293.0785228333893,298.5334530384101,287.42521942300345,297.7400207519531,22199473,0.0,0.0,BEL
2024-08-08 00:00:00+05:30,298.53346496735514,300.2195464778264,294.7150076177605,295.8059997558594,21963656,0.0,0.0,BEL
2024-08-09 00:00:00+05:30,300.02116235411495,302.5006760925787,298.1863161341514,299.7236328125,15551076,0.0,0.0,BEL
2024-08-12 00:00:00+05:30,296.5498486018261,301.16173818711655,295.80599446653724,298.93017578125,15361379,0.0,0.0,BEL
2024-08-13 00:00:00+05:30,299.5252740476511,300.16994159723316,292.97935140900313,293.72320556640625,14746085,0.0,0.0,BEL
2024-08-14 00:00:00+05:30,294.51879304319147,295.4138297529726,289.04908716737856,292.0823059082031,16641055,0.8,0.0,BEL
2024-08-16 00:00:00+05:30,294.8668614505922,302.22609576765757,294.3696154785001,301.62939453125,21353408,0.0,0.0,BEL
2024-08-19 00:00:00+05:30,303.12114599095577,303.8670149824193,299.4415438427616,300.4857482910156,12232725,0.0,0.0,BEL
2024-08-20 00:00:00+05:30,300.4857630893584,302.82282544760375,296.1597166559235,301.4802551269531,14183642,0.0,0.0,BEL
2024-08-21 00:00:00+05:30,301.33105987031325,305.06040467068846,300.883526354474,303.71783447265625,11862616,0.0,0.0,BEL
2024-08-22 00:00:00+05:30,304.7123436773829,305.2095896789287,301.8283229383146,302.82281494140625,13074829,0.0,0.0,BEL
2024-08-23 00:00:00+05:30,303.8172986896989,307.4969311409563,302.42501599309674,304.3145446777344,21891698,0.0,0.0,BEL
2024-08-26 00:00:00+05:30,306.9996956903335,307.1985758826821,304.11564458114657,305.0107116699219,15280637,0.0,0.0,BEL
2024-08-27 00:00:00+05:30,304.91126196512,305.75658625912376,297.949817766599,299.2426452636719,16873099,0.0,0.0,BEL
2024-08-28 00:00:00+05:30,299.39179898046643,302.8228084574639,297.85034854847436,298.2978820800781,14005947,0.0,0.0,BEL
2024-08-29 00:00:00+05:30,297.7011862099404,299.39180439990747,290.49111921139246,294.56854248046875,19185385,0.0,0.0,BEL
