Date,Open,High,Low,Close,Adj Close,Volume
2020-08-10 00:00:00+05:30,1737.9443542279437,1776.5280625636756,1733.0535159825845,1763.83154296875,1763.83154296875,1082244
2020-08-11 00:00:00+05:30,1768.6234310574484,1776.4784421850131,1717.7384552476951,1729.8421630859375,1729.8421630859375,697840
2020-08-12 00:00:00+05:30,1729.8424021313606,1732.7077942197006,1682.76141815647,1686.6148681640625,1686.6148681640625,804252
2020-08-13 00:00:00+05:30,1704.3996314327062,1756.6679109191464,1691.0608517084502,1704.4984130859375,1704.4984130859375,1005174
2020-08-14 00:00:00+05:30,1714.2803953724028,1729.1012633439223,1667.347646795925,1686.9605712890625,1686.9605712890625,765898
2020-08-17 00:00:00+05:30,1694.5192879900333,1706.622997189962,1665.8656090677528,1684.0458984375,1684.0458984375,479355
2020-08-18 00:00:00+05:30,1684.0456206975864,1696.2975606834614,1658.7513669086122,1676.8822021484375,1676.8822021484375,639935
2020-08-19 00:00:00+05:30,1689.5788871244438,1697.7303642114475,1661.9132679200668,1664.87744140625,1664.87744140625,606462
2020-08-20 00:00:00+05:30,1658.9492401029106,1683.6506879900892,1652.0328346945005,1672.9796142578125,1672.9796142578125,455458
2020-08-21 00:00:00+05:30,1694.519459936196,1728.1134317366802,1645.7588220482967,1657.46728515625,1657.46728515625,1091774
2020-08-24 00:00:00+05:30,1675.252044048568,1679.698304265742,1655.3921058676963,1670.3612060546875,1670.3612060546875,525574
2020-08-25 00:00:00+05:30,1670.805860709955,1696.0013364332572,1638.8422126893706,1644.5728759765625,1644.5728759765625,682054
2020-08-26 00:00:00+05:30,1644.572845657608,1644.572845657608,1615.6721534489795,1631.4810791015625,1631.4810791015625,748724
2020-08-27 00:00:00+05:30,1636.2237571022727,1659.887693750136,1618.636279584061,1630.29541015625,1630.29541015625,476278
2020-08-28 00:00:00+05:30,1634.0502077858755,1655.8862633137812,1627.8748458937905,1642.102783203125,1642.102783203125,548801
2020-08-31 00:00:00+05:30,1650.0567570365088,1656.9237114629914,1602.6299759959384,1615.0301513671875,1615.0301513671875,626908
2020-09-01 00:00:00+05:30,1615.4745140547984,1674.757982460479,1606.6807754521174,1650.8963623046875,1650.8963623046875,1106516
2020-09-02 00:00:00+05:30,1667.5450747742545,1687.9979432823727,1650.0565002323694,1678.3643798828125,1678.3643798828125,1098000
2020-09-03 00:00:00+05:30,1682.8108041395756,1696.495381668853,1668.3357320604882,1678.660888671875,1678.660888671875,588865
2020-09-04 00:00:00+05:30,1664.8775860220578,1669.5708611161854,1623.3791536108256,1630.19677734375,1630.19677734375,456702
2020-09-07 00:00:00+05:30,1634.2477182455093,1647.9817467716512,1601.048997910308,1629.554443359375,1629.554443359375,443358
2020-09-08 00:00:00+05:30,1640.1265890835882,1665.7667628027602,1611.3741296094424,1631.92578125,1631.92578125,710352
2020-09-09 00:00:00+05:30,1616.4626609740794,1667.9899025597877,1581.6830725037573,1587.2655029296875,1587.2655029296875,1000765
2020-09-10 00:00:00+05:30,1580.8926618133432,1595.7135305178433,1566.12124424954,1589.6864013671875,1589.6864013671875,936677
2020-09-11 00:00:00+05:30,1594.7251924549976,1628.9614172705406,1576.0015465258891,1592.551513671875,1592.551513671875,867578
2020-09-14 00:00:00+05:30,1618.3399417774806,1633.4571541893283,1571.1601804562613,1604.3094482421875,1604.3094482421875,1094575
2020-09-15 00:00:00+05:30,1581.9299601421817,1678.2655938887694,1581.9299601421817,1652.8724365234375,1652.8724365234375,2802668
2020-09-16 00:00:00+05:30,1672.7325190282756,1717.6398214868025,1658.0105532882465,1668.73095703125,1668.73095703125,2077987
2020-09-17 00:00:00+05:30,1677.7369229316685,1768.5390834855577,1666.0093655941866,1758.7413330078125,1758.7413330078125,2006191
2020-09-18 00:00:00+05:30,1758.7411777625978,1852.6112807756617,1755.7227590738257,1809.5606689453125,1809.5606689453125,3235148
2020-09-21 00:00:00+05:30,1805.206264718619,1880.3715968040112,1792.2415007458972,1812.6287841796875,1812.6287841796875,2220744
2020-09-22 00:00:00+05:30,1823.9111322496847,1823.9111322496847,1744.7871137854404,1770.6669921875,1770.6669921875,1384803
2020-09-23 00:00:00+05:30,1773.487478492646,1815.8947860570297,1741.9665337984736,1799.02099609375,1799.02099609375,1421474
2020-09-24 00:00:00+05:30,1805.1567869406922,1953.6071806035782,1776.6542630337224,1927.5294189453125,1927.5294189453125,5742817
2020-09-25 00:00:00+05:30,1946.8278911766386,2025.852956703494,1900.7587392210212,2006.702880859375,2006.702880859375,3665739
2020-09-28 00:00:00+05:30,2013.977201965072,2075.3367039414034,1978.4480468201525,2038.619873046875,2038.619873046875,2422864
2020-09-29 00:00:00+05:30,2038.6195236092628,2093.1008623330367,2033.8197728775167,2063.658203125,2063.658203125,2160713
2020-09-30 00:00:00+05:30,2082.2643901803654,2145.603230946308,2064.549404801042,2125.859375,2125.859375,2025626
2020-10-01 00:00:00+05:30,2128.7783690296387,2136.646190549643,2055.0480164063433,2068.1611328125,2068.1611328125,1224430
2020-10-05 00:00:00+05:30,2073.3568139197864,2134.716299582329,2046.7348111426072,2104.77880859375,2104.77880859375,1594662
2020-10-06 00:00:00+05:30,2120.3665408255647,2133.578723036564,2082.06638605477,2103.839111328125,2103.839111328125,903168
2020-10-07 00:00:00+05:30,2097.8021446951207,2165.792383044248,2075.3366980046553,2150.650634765625,2150.650634765625,1470503
2020-10-08 00:00:00+05:30,2167.3759102412796,2233.5846941396076,2165.2482177530537,2225.419921875,2225.419921875,1899346
2020-10-09 00:00:00+05:30,2221.708625533642,2290.0948742157448,2213.24714589216,2253.576171875,2253.576171875,2181213
2020-10-12 00:00:00+05:30,2207.9523199615155,2308.898593666614,2207.9523199615155,2250.16162109375,2250.16162109375,2053057
2020-10-13 00:00:00+05:30,2258.6727670599826,2268.8168774170267,2222.9951403585833,2231.159912109375,2231.159912109375,939023
2020-10-14 00:00:00+05:30,2241.6012412080277,2250.458734212719,2187.3673085495793,2204.6865234375,2204.6865234375,1405987
2020-10-15 00:00:00+05:30,2220.8175916366235,2266.3423729268575,2152.530419701273,2160.052001953125,2160.052001953125,2782519
2020-10-16 00:00:00+05:30,2187.169256582398,2196.0762807042265,2152.530829441953,2187.713623046875,2187.713623046875,1036072
2020-10-19 00:00:00+05:30,2201.3209847747257,2217.8484101006075,2163.466142433651,2189.2470703125,2189.2470703125,760641
2020-10-20 00:00:00+05:30,2191.9194568108805,2202.014034623439,2153.619305970561,2189.395751953125,2189.395751953125,869774
2020-10-21 00:00:00+05:30,2202.014222625356,2208.397541373989,2113.636704602583,2127.294189453125,2127.294189453125,1473524
2020-10-22 00:00:00+05:30,2127.294030954992,2148.3245023007903,2070.9324160719457,2079.98779296875,2079.98779296875,1391948
2020-10-23 00:00:00+05:30,2076.523999280786,2085.2826689056315,2031.39522585955,2053.563720703125,2053.563720703125,1124706
2020-10-26 00:00:00+05:30,2057.522511125986,2089.1919292866555,2003.2391732218125,2031.098388671875,2031.098388671875,1236009
2020-10-27 00:00:00+05:30,2057.9677083803344,2124.8199156717164,2013.5810659292913,2096.7626953125,2096.7626953125,1429726
2020-10-28 00:00:00+05:30,2086.074689062427,2110.0246396174152,2044.656929064898,2057.819580078125,2057.819580078125,958986
2020-10-29 00:00:00+05:30,2056.4339369766662,2078.3057272296755,2039.7086208668388,2064.302001953125,2064.302001953125,606805
2020-10-30 00:00:00+05:30,2066.3801024999075,2122.5933707602817,2056.4834088490843,2097.5546875,2097.5546875,1071769
2020-11-02 00:00:00+05:30,2116.0117733541383,2126.5516534884455,2043.6668595479416,2047.9224853515625,2047.9224853515625,637352
2020-11-03 00:00:00+05:30,2063.4604479139325,2137.48775834984,2058.4130379407093,2089.538330078125,2089.538330078125,1528660
2020-11-04 00:00:00+05:30,2091.17169331408,2125.8101264735656,2066.429955343019,2081.868896484375,2081.868896484375,725363
2020-11-05 00:00:00+05:30,2110.0246907795076,2117.447211273126,2082.7592505092493,2100.67236328125,2100.67236328125,466474
2020-11-06 00:00:00+05:30,2106.0164970201945,2146.048576189193,2041.2426826888338,2064.351318359375,2064.351318359375,1290149
2020-11-09 00:00:00+05:30,2078.1077521999878,2087.7074965839756,2008.1875883682367,2062.86669921875,2062.86669921875,1534921
2020-11-10 00:00:00+05:30,2068.408812234982,2068.408812234982,1965.4832062673086,2012.3935546875,2012.3935546875,2804380
2020-11-11 00:00:00+05:30,2041.687592761423,2185.9318810042623,2028.8218929524562,2172.67041015625,2172.67041015625,3735087
2020-11-12 00:00:00+05:30,2132.7372752057026,2182.4186241977045,2072.3674497822467,2088.6474609375,2088.6474609375,2435538
2020-11-13 00:00:00+05:30,2099.1381863630327,2290.094835776158,2089.686795912428,2242.392822265625,2242.392822265625,4605948
2020-11-14 00:00:00+05:30,2251.4976395410695,2299.4966002082087,2246.598824868841,2261.0478515625,2261.0478515625,325596
2020-11-17 00:00:00+05:30,2260.404795899991,2317.4098471199977,2242.6402793872603,2283.513671875,2283.513671875,1832334
2020-11-18 00:00:00+05:30,2267.480549482041,2304.5438552738315,2258.722121806961,2265.055908203125,2265.055908203125,1036844
2020-11-19 00:00:00+05:30,2265.0556561330513,2390.0509137340077,2253.47657580635,2275.298828125,2275.298828125,2584654
2020-11-20 00:00:00+05:30,2310.8776369856823,2373.8699864171576,2300.6839956594404,2325.326904296875,2325.326904296875,2144949
2020-11-23 00:00:00+05:30,2349.4751289746146,2378.027187488451,2304.4451717849156,2350.811279296875,2350.811279296875,1693126
2020-11-24 00:00:00+05:30,2358.0355519982345,2398.364577529601,2273.122116076065,2289.45166015625,2289.45166015625,2018323
2020-11-25 00:00:00+05:30,2311.3731735471156,2330.671729267162,2213.247536879524,2218.34423828125,2218.34423828125,1501778
2020-11-26 00:00:00+05:30,2233.1391315329333,2294.053322213061,2220.8177976902975,2280.54443359375,2280.54443359375,1207176
2020-11-27 00:00:00+05:30,2291.034734323657,2350.4644198740607,2274.25988920867,2323.644287109375,2323.644287109375,8998610
2020-12-01 00:00:00+05:30,2359.3720199578765,2482.9323501169224,2324.7831202540947,2437.555908203125,2437.555908203125,2001392
2020-12-02 00:00:00+05:30,2449.134730823975,2459.3779054057413,2350.9100462842707,2386.63720703125,2386.63720703125,1611325
2020-12-03 00:00:00+05:30,2475.1630552771826,2475.2125870686,2347.396644980731,2365.210693359375,2365.210693359375,1745381
2020-12-04 00:00:00+05:30,2375.2061053760176,2419.7412198518177,2375.2061053760176,2409.498046875,2409.498046875,1219317
2020-12-07 00:00:00+05:30,2409.4984104437394,2443.0483467155946,2393.0700440404244,2407.568603515625,2407.568603515625,778998
2020-12-08 00:00:00+05:30,2440.524660898633,2479.1217662413123,2390.7937751686427,2425.13525390625,2425.13525390625,1412683
2020-12-09 00:00:00+05:30,2479.269885743941,2493.966571113967,2407.86534425408,2417.465087890625,2417.465087890625,1650915
2020-12-10 00:00:00+05:30,2429.5888073999613,2429.5888073999613,2345.5164415018953,2368.328369140625,2368.328369140625,1121002
2020-12-11 00:00:00+05:30,2378.7690012888384,2388.071795182156,2320.7742891430403,2335.520263671875,2335.520263671875,1654915
2020-12-14 00:00:00+05:30,2351.2565993837206,2365.656337419486,2322.7540724546957,2332.452880859375,2332.452880859375,800654
2020-12-15 00:00:00+05:30,2336.6092710206667,2367.8829182670675,2310.87786862908,2330.869140625,2330.869140625,1060707
2020-12-16 00:00:00+05:30,2344.526588975248,2386.340117208344,2335.619565209618,2365.0126953125,2365.0126953125,948217
2020-12-17 00:00:00+05:30,2370.2580534422764,2397.9687947768834,2355.6604307749385,2379.659912109375,2379.659912109375,1184865
2020-12-18 00:00:00+05:30,2380.154804225343,2402.917199442467,2342.6957224054167,2363.0830078125,2363.0830078125,1065060
2020-12-21 00:00:00+05:30,2360.3614069533537,2408.855205251347,2280.890909582127,2311.3232421875,2311.3232421875,1241568
2020-12-22 00:00:00+05:30,2315.8259826397457,2399.9478666245227,2227.7454217615673,2383.469970703125,2383.469970703125,1249868
2020-12-23 00:00:00+05:30,2365.3096622527487,2435.477120021137,2365.3096622527487,2408.6572265625,2408.6572265625,1093766
2020-12-24 00:00:00+05:30,2409.84452874805,2427.5102208115127,2380.4514015054924,2388.121337890625,2388.121337890625,543157
2020-12-28 00:00:00+05:30,2400.4426373789224,2404.3517823834713,2350.95917752778,2364.121826171875,2364.121826171875,784636
2020-12-29 00:00:00+05:30,2378.175456619503,2390.645387121835,2346.506037305386,2351.94921875,2351.94921875,585199
2020-12-30 00:00:00+05:30,2358.23345932052,2379.1648672246306,2326.910282715637,2371.593994140625,2371.593994140625,569168
2020-12-31 00:00:00+05:30,2365.408579704213,2402.9169477687005,2360.3611698634063,2387.8740234375,2387.8740234375,855723
2021-01-01 00:00:00+05:30,2380.649571296824,2404.896469861269,2370.2580433406333,2389.903076171875,2389.903076171875,423934
2021-01-04 00:00:00+05:30,2393.119510085674,2403.9068091648724,2373.474477183884,2384.36083984375,2384.36083984375,527018
2021-01-05 00:00:00+05:30,2380.1544883028573,2489.8594186418736,2361.1528874891637,2483.525390625,2483.525390625,1720467
2021-01-06 00:00:00+05:30,2495.9458122243705,2512.6218354918915,2455.369373564101,2476.30078125,2476.30078125,1108589
2021-01-07 00:00:00+05:30,2476.3009811752204,2537.5121249873846,2474.1732887942517,2482.635009765625,2482.635009765625,1014690
2021-01-08 00:00:00+05:30,2507.722990173544,2552.357173097281,2489.7110568957014,2527.12060546875,2527.12060546875,862326
2021-01-11 00:00:00+05:30,2538.2544281147993,2565.0745637530954,2498.420237362632,2524.201171875,2524.201171875,422296
2021-01-12 00:00:00+05:30,2532.563811652721,2558.2952141939368,2482.2885614408024,2491.2451171875,2491.2451171875,500012
2021-01-13 00:00:00+05:30,2501.884046002665,2511.5333218921132,2412.5663896926408,2453.588134765625,2453.588134765625,662618
2021-01-14 00:00:00+05:30,2456.2601734117907,2502.774631163022,2449.4315517935784,2486.04931640625,2486.04931640625,603193
2021-01-15 00:00:00+05:30,2493.9666646136006,2586.6986307638304,2484.169035078584,2565.5693359375,2565.5693359375,1941813
