Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2024-07-31 00:00:00+05:30,111.9875442201932,112.17097445130464,110.30773311922827,110.7421646118164,16689282,0.0,0.0,CANBK
2024-08-01 00:00:00+05:30,111.50483727569485,111.60137678725062,108.1741762513192,108.79203796386719,25958910,0.0,0.0,CANBK
2024-08-02 00:00:00+05:30,108.12590759172761,108.12590759172761,106.24336125396167,106.66813659667969,27944377,0.0,0.0,CANBK
2024-08-05 00:00:00+05:30,104.68905287716058,104.68905287716058,100.44124780493901,101.61904907226562,57645213,0.0,0.0,CANBK
2024-08-06 00:00:00+05:30,103.05750166781777,104.43803805035299,101.17495540322098,101.3969955444336,18760783,0.0,0.0,CANBK
2024-08-07 00:00:00+05:30,102.9126874605149,104.80488986286481,101.80246467152844,104.47665405273438,24292529,0.0,0.0,CANBK
2024-08-08 00:00:00+05:30,104.26426912145904,104.80489630809403,102.81615427254988,103.44367218017578,17399682,0.0,0.0,CANBK
2024-08-09 00:00:00+05:30,104.26426374413168,108.64722534464227,103.92637176991127,106.82260131835938,29858732,0.0,0.0,CANBK
2024-08-12 00:00:00+05:30,106.09855025853106,106.9288033678385,104.65043539794736,105.76065826416016,22238178,0.0,0.0,CANBK
2024-08-13 00:00:00+05:30,105.22967480430592,106.33024145613906,102.57479768768353,102.99958038330078,19954825,0.0,0.0,CANBK
2024-08-14 00:00:00+05:30,103.05750142423787,103.35677612059652,101.85073911247865,101.99555206298828,13061546,0.0,0.0,CANBK
2024-08-16 00:00:00+05:30,104.26426826827706,104.66008985917658,102.83545838822822,103.89741516113281,30254042,0.0,0.0,CANBK
2024-08-19 00:00:00+05:30,104.55389453090572,107.40185077376569,104.3415031756158,106.09854888916016,27792179,0.0,0.0,CANBK
2024-08-20 00:00:00+05:30,106.48470929877784,108.08728581818028,105.80891798513225,107.50804138183594,24247603,0.0,0.0,CANBK
2024-08-21 00:00:00+05:30,107.50804222551803,108.02936443196685,106.84190706747351,107.7686996459961,15379494,0.0,0.0,CANBK
2024-08-22 00:00:00+05:30,108.12590911912655,108.76308319044377,107.94247888062739,108.44449615478516,13967447,0.0,0.0,CANBK
2024-08-23 00:00:00+05:30,108.70514755157423,109.08165680353927,107.94247288681377,108.22244262695312,13224117,0.0,0.0,CANBK
2024-08-26 00:00:00+05:30,109.24578751065442,109.27474862909368,107.32461651192962,107.55632019042969,15658016,0.0,0.0,CANBK
2024-08-27 00:00:00+05:30,107.5563205881626,108.14521385142221,106.6777940429604,107.01568603515625,12098332,0.0,0.0,CANBK
2024-08-28 00:00:00+05:30,107.2570390500385,107.35357856750977,106.02131554922292,106.4171371459961,11686742,0.0,0.0,CANBK
2024-08-29 00:00:00+05:30,106.41713462095692,106.91914451919179,105.08486426878879,106.46540069580078,13192113,0.0,0.0,CANBK
2024-08-30 00:00:00+05:30,106.72606734012105,108.5120741811677,106.71641117878762,107.67216491699219,21379047,0.0,0.0,CANBK
2024-09-02 00:00:00+05:30,107.99075115268279,109.42920983001515,106.20474432484833,108.86927032470703,28495435,0.0,0.0,CANBK
2024-09-03 00:00:00+05:30,109.18785258812645,109.53540072344933,107.35357239958736,107.56596374511719,16764307,0.0,0.0,CANBK
2024-09-04 00:00:00+05:30,104.31254246396746,105.85719682824445,104.16772950611491,104.84351348876953,28544684,0.0,0.0,CANBK
2024-09-05 00:00:00+05:30,105.56756686886192,105.56756686886192,104.02291256375163,104.45734405517578,28593475,0.0,0.0,CANBK
2024-09-06 00:00:00+05:30,104.26426576153027,104.26426576153027,99.38894298111346,99.80406951904297,60221990,0.0,0.0,CANBK
2024-09-09 00:00:00+05:30,100.01645804031745,100.73085926021821,97.20711923346198,100.42192840576172,45565580,0.0,0.0,CANBK
2024-09-10 00:00:00+05:30,101.17495549903619,101.271495011198,99.86199751025612,100.02611541748047,22295664,0.0,0.0,CANBK
2024-09-11 00:00:00+05:30,100.02611642436831,100.49916519456788,97.60293560760343,98.23045349121094,20777048,0.0,0.0,CANBK
2024-09-12 00:00:00+05:30,99.14758764635361,100.69224928313014,98.39456914944596,100.3929672241211,23673743,0.0,0.0,CANBK
2024-09-13 00:00:00+05:30,100.83705584295298,103.54020636798795,100.49916386869677,102.70995330810547,30088081,0.0,0.0,CANBK
2024-09-16 00:00:00+05:30,103.20231557016554,104.43803901324186,102.76787671360444,102.99958038330078,18598510,0.0,0.0,CANBK
2024-09-17 00:00:00+05:30,103.02854246124507,103.08646469646284,101.69627212729391,101.88935852050781,10915215,0.0,0.0,CANBK
2024-09-18 00:00:00+05:30,101.46457536644655,102.90303400335618,101.37769201400906,101.8024673461914,17234512,0.0,0.0,CANBK
2024-09-19 00:00:00+05:30,102.33344571103939,103.15404262335956,99.1669025316672,101.08806610107422,19006150,0.0,0.0,CANBK
2024-09-20 00:00:00+05:30,101.47423495485012,102.62307509027877,101.07841336128484,101.32942199707031,20245750,0.0,0.0,CANBK
2024-09-23 00:00:00+05:30,102.14036780295926,106.00200730605046,101.41631039612967,105.51930236816406,44004939,0.0,0.0,CANBK
2024-09-24 00:00:00+05:30,105.51929971554048,106.67778859114775,104.89178183896462,105.5096435546875,28379404,0.0,0.0,CANBK
2024-09-25 00:00:00+05:30,105.15243865103982,105.56756517940966,103.58847941454755,104.65042877197266,16444233,0.0,0.0,CANBK
2024-09-26 00:00:00+05:30,104.98832685997053,106.87087322298657,103.4919385654243,106.35920715332031,33028089,0.0,0.0,CANBK
2024-09-27 00:00:00+05:30,106.89018566344718,109.3809449814836,106.25301159188264,109.18785858154297,118637751,0.0,0.0,CANBK
2024-09-30 00:00:00+05:30,109.09131287945667,109.57401780370205,106.97706295430424,107.47908020019531,20409076,0.0,0.0,CANBK
2024-10-01 00:00:00+05:30,107.20877114317352,108.56999525690591,106.17578285633655,106.66813659667969,17636415,0.0,0.0,CANBK
2024-10-03 00:00:00+05:30,104.26426425068229,106.66813272523508,103.49193342114684,104.22564697265625,26156379,0.0,0.0,CANBK
2024-10-04 00:00:00+05:30,104.26426826827706,106.53298003990487,102.82580959246941,103.89741516113281,22926805,0.0,0.0,CANBK
2024-10-07 00:00:00+05:30,104.49595983742779,105.2779468224854,98.80004026373228,99.91026306152344,39225162,0.0,0.0,CANBK
2024-10-08 00:00:00+05:30,100.11300084283874,101.6576625313994,99.14759097023473,101.31976318359375,16673844,0.0,0.0,CANBK
2024-10-09 00:00:00+05:30,102.28517640339983,102.62307576226297,99.94888620296314,100.7887954711914,28593344,0.0,0.0,CANBK
2024-10-10 00:00:00+05:30,101.48389067553786,102.90303703223783,100.30608942676568,100.52812957763672,12428432,0.0,0.0,CANBK
2024-10-11 00:00:00+05:30,100.9818706129067,101.12668356605211,100.06473418547374,100.4605484008789,11563438,0.0,0.0,CANBK
2024-10-14 00:00:00+05:30,100.88533517751138,101.79282284611376,100.33505182570832,100.87567901611328,11440300,0.0,0.0,CANBK
2024-10-15 00:00:00+05:30,101.36804000394802,101.6576659215851,100.40263009914852,100.81775665283203,8407143,0.0,0.0,CANBK
2024-10-16 00:00:00+05:30,100.81775652680858,101.29080531723096,100.03577686185623,100.75983428955078,11037275,0.0,0.0,CANBK
2024-10-17 00:00:00+05:30,100.99152900333766,101.31011603419192,98.67454379834122,98.95451354980469,14889333,0.0,0.0,CANBK
2024-10-18 00:00:00+05:30,98.56834311371952,101.35837695989544,97.28434625980671,101.04944610595703,19968661,0.0,0.0,CANBK
2024-10-21 00:00:00+05:30,101.27150006982703,101.94728405420855,99.14759386871232,99.30206298828125,13874672,0.0,0.0,CANBK
2024-10-22 00:00:00+05:30,99.30206197453221,99.30206197453221,92.97862424247398,93.44202423095703,30808126,0.0,0.0,CANBK
2024-10-23 00:00:00+05:30,93.64475504716182,95.04459637744299,91.17330819875106,94.3108901977539,31433274,0.0,0.0,CANBK
2024-10-24 00:00:00+05:30,94.61016413415426,96.20309184012373,94.1467641710478,94.79359436035156,16182512,0.0,0.0,CANBK
2024-10-25 00:00:00+05:30,95.04459930157604,95.74935175154346,89.76381346933842,90.980224609375,30977098,0.0,0.0,CANBK
2024-10-28 00:00:00+05:30,92.10010367318888,97.98910244558876,91.47258578048803,97.20712280273438,55924681,0.0,0.0,CANBK
2024-10-29 00:00:00+05:30,97.98910061307949,100.5377820496384,96.34790680023976,100.17092895507812,55169329,0.0,0.0,CANBK
2024-10-30 00:00:00+05:30,99.91992394668813,101.31976534563779,99.35998444091109,99.7847671508789,29812887,0.0,0.0,CANBK
2024-10-31 00:00:00+05:30,99.4372190771874,100.54744192833226,98.6166221404257,99.09932708740234,15415779,0.0,0.0,CANBK
2024-11-01 00:00:00+05:30,100.20954429819825,100.87567207899743,99.68822210094723,100.36400604248047,4211783,0.0,0.0,CANBK
2024-11-04 00:00:00+05:30,100.88533393254511,100.88533393254511,96.0582844620884,98.38492584228516,32237064,0.0,0.0,CANBK
2024-11-05 00:00:00+05:30,98.09529583879134,100.32539024422385,97.79602114105593,100.08403778076172,22694396,0.0,0.0,CANBK
2024-11-06 00:00:00+05:30,101.34873283100856,102.33344767155954,99.88130568311773,101.60939025878906,30178638,0.0,0.0,CANBK
2024-11-07 00:00:00+05:30,101.85074208151696,102.80649579795339,101.2039192312768,101.43561553955078,17438397,0.0,0.0,CANBK
2024-11-08 00:00:00+05:30,101.40665730638325,101.46457954372623,99.61099429382035,100.10335540771484,19031613,0.0,0.0,CANBK
2024-11-11 00:00:00+05:30,99.43721828557833,101.50319485295188,98.18218248723308,100.29643249511719,16982584,0.0,0.0,CANBK
2024-11-12 00:00:00+05:30,100.54744294248843,101.174960852986,97.6222521127844,97.98910522460938,14401385,0.0,0.0,CANBK
2024-11-13 00:00:00+05:30,97.50639936500596,98.47180925970899,94.16608201319264,94.92875671386719,29270560,0.0,0.0,CANBK
2024-11-14 00:00:00+05:30,95.57557643641609,96.98507395252835,93.85714805876543,94.11780548095703,17064169,0.0,0.0,CANBK
2024-11-18 00:00:00+05:30,94.12746415727091,95.38249995889835,92.40903573369908,94.78394317626953,17115166,0.0,0.0,CANBK
2024-11-19 00:00:00+05:30,95.79762250695339,97.76705211624922,93.74129481574423,94.4267349243164,21458767,0.0,0.0,CANBK
2024-11-21 00:00:00+05:30,94.56189785131923,94.56189785131923,89.31972173913427,91.19261932373047,40836258,0.0,0.0,CANBK
