Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2024-07-31 00:00:00+05:30,1457.4754980696648,1483.4129595158647,1452.8403430889193,1470.9866943359375,5634305,0.0,0.0,BHARTIARTL
2024-08-01 00:00:00+05:30,1464.5270085532734,1490.1685588713779,1464.5270085532734,1484.744384765625,4531379,0.0,0.0,BHARTIARTL
2024-08-02 00:00:00+05:30,1473.5014802768655,1484.399186970816,1463.1462391312123,1473.2056884765625,3335905,0.0,0.0,BHARTIARTL
2024-08-05 00:00:00+05:30,1461.568369787859,1467.4856506372025,1431.4888588036958,1445.4930419921875,5111901,0.0,0.0,BHARTIARTL
2024-08-06 00:00:00+05:30,1462.6531062177266,1472.3180459355494,1411.370008129027,1423.6484375,8249573,0.0,0.0,BHARTIARTL
2024-08-07 00:00:00+05:30,1439.9620182043307,1442.8379996148785,1410.8057382521752,1429.7969970703125,5700734,8.0,0.0,BHARTIARTL
2024-08-08 00:00:00+05:30,1423.1030271553045,1454.34187409286,1418.1444800223592,1439.7637939453125,5986360,0.0,0.0,BHARTIARTL
2024-08-09 00:00:00+05:30,1452.8542325699207,1469.7132919239743,1445.2181188152174,1451.961669921875,3615910,0.0,0.0,BHARTIARTL
2024-08-12 00:00:00+05:30,1453.8459980796479,1465.2506563183356,1433.0201004263924,1446.50732421875,4028226,0.0,0.0,BHARTIARTL
2024-08-13 00:00:00+05:30,1455.8293808709282,1466.1431827127315,1438.3256859696467,1447.59814453125,4495208,0.0,0.0,BHARTIARTL
2024-08-14 00:00:00+05:30,1441.0528868298818,1467.829040293595,1441.0528868298818,1459.4986572265625,5891784,0.0,0.0,BHARTIARTL
2024-08-16 00:00:00+05:30,1467.7298715848824,1478.6386746844998,1455.9285058381872,1471.25048828125,7176426,0.0,0.0,BHARTIARTL
2024-08-19 00:00:00+05:30,1474.671955092678,1476.7545207301773,1452.1601989560693,1457.4658203125,4404075,0.0,0.0,BHARTIARTL
2024-08-20 00:00:00+05:30,1467.7299538379389,1472.440573622216,1434.5076879909316,1437.1357421875,10046892,0.0,0.0,BHARTIARTL
2024-08-21 00:00:00+05:30,1440.9538233962949,1454.4410476348723,1435.6977149151705,1451.317138671875,6175510,0.0,0.0,BHARTIARTL
2024-08-22 00:00:00+05:30,1461.4820737350453,1487.4649322833907,1452.8542505000953,1474.0272216796875,6781325,0.0,0.0,BHARTIARTL
2024-08-23 00:00:00+05:30,1480.6221740935323,1497.4812343477788,1467.085316207143,1494.2581787109375,6238112,0.0,0.0,BHARTIARTL
2024-08-26 00:00:00+05:30,1496.489504800467,1508.0924565137798,1492.5226671469204,1501.0018310546875,4307432,0.0,0.0,BHARTIARTL
2024-08-27 00:00:00+05:30,1505.414868633024,1513.6956179082501,1489.547518239,1510.12548828125,3965066,0.0,0.0,BHARTIARTL
2024-08-28 00:00:00+05:30,1515.282328261828,1551.5293552301443,1509.034631681102,1543.4468994140625,6225319,0.0,0.0,BHARTIARTL
2024-08-29 00:00:00+05:30,1552.0252839660698,1558.6696888351357,1533.1331705845757,1552.9178466796875,8036748,0.0,0.0,BHARTIARTL
2024-08-30 00:00:00+05:30,1562.9339985302859,1595.0654069756854,1548.6533591036334,1575.8758544921875,37820442,0.0,0.0,BHARTIARTL
2024-09-02 00:00:00+05:30,1591.6935546081613,1591.6935546081613,1552.5210341053435,1558.322509765625,4890314,0.0,0.0,BHARTIARTL
