Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2024-07-31 00:00:00+05:30,316.1344106823743,319.1818688358996,311.58824210686936,314.9853820800781,26845162,0.0,0.0,BHEL
2024-08-01 00:00:00+05:30,314.4358665326752,319.6814599081548,305.5932887441885,308.2410583496094,23814781,0.0,0.0,BHEL
2024-08-02 00:00:00+05:30,303.1453206046054,309.3401285349385,300.3476831152715,301.39678955078125,16899884,0.0,0.0,BHEL
2024-08-05 00:00:00+05:30,291.75489419194963,295.65161442009367,284.76077001611526,291.4051818847656,25762827,0.0,0.0,BHEL
2024-08-06 00:00:00+05:30,291.75490122620073,301.64658527212123,285.4602015129683,287.3086242675781,17719054,0.0,0.0,BHEL
2024-08-07 00:00:00+05:30,293.1537187342493,305.3434904503192,292.0546359578886,304.3443298339844,18911910,0.0,0.0,BHEL
2024-08-08 00:00:00+05:30,304.6440764987603,304.6440764987603,296.8506356150018,297.6000061035156,11640751,0.0,0.0,BHEL
2024-08-09 00:00:00+05:30,302.0,305.79998779296875,299.1499938964844,302.20001220703125,12805164,0.25,0.0,BHEL
2024-08-12 00:00:00+05:30,300.04998779296875,302.6499938964844,296.54998779296875,298.70001220703125,11827604,0.0,0.0,BHEL
2024-08-13 00:00:00+05:30,300.54998779296875,301.3500061035156,289.0,289.95001220703125,11461814,0.0,0.0,BHEL
2024-08-14 00:00:00+05:30,291.8500061035156,293.3999938964844,286.29998779296875,290.0,10643943,0.0,0.0,BHEL
2024-08-16 00:00:00+05:30,293.0,297.6499938964844,289.29998779296875,296.54998779296875,10118811,0.0,0.0,BHEL
2024-08-19 00:00:00+05:30,297.8999938964844,299.5,293.3500061035156,293.75,9809448,0.0,0.0,BHEL
2024-08-20 00:00:00+05:30,294.3500061035156,296.8999938964844,291.6499938964844,296.3999938964844,7415963,0.0,0.0,BHEL
2024-08-21 00:00:00+05:30,296.29998779296875,297.70001220703125,294.8500061035156,296.6499938964844,4898623,0.0,0.0,BHEL
2024-08-22 00:00:00+05:30,298.0,302.5,296.8500061035156,299.6499938964844,12084994,0.0,0.0,BHEL
2024-08-23 00:00:00+05:30,299.95001220703125,301.3500061035156,295.25,296.20001220703125,7528035,0.0,0.0,BHEL
2024-08-26 00:00:00+05:30,297.75,304.0,294.6000061035156,297.29998779296875,15560440,0.0,0.0,BHEL
2024-08-27 00:00:00+05:30,298.8999938964844,299.79998779296875,296.6000061035156,297.79998779296875,6802421,0.0,0.0,BHEL
2024-08-28 00:00:00+05:30,298.0,298.75,293.95001220703125,294.6000061035156,6579323,0.0,0.0,BHEL
2024-08-29 00:00:00+05:30,294.95001220703125,294.95001220703125,287.1000061035156,291.0,11000139,0.0,0.0,BHEL
2024-08-30 00:00:00+05:30,291.70001220703125,293.45001220703125,289.75,290.54998779296875,9721851,0.0,0.0,BHEL
2024-09-02 00:00:00+05:30,291.0,292.0,285.04998779296875,286.79998779296875,6500598,0.0,0.0,BHEL
2024-09-03 00:00:00+05:30,287.20001220703125,290.20001220703125,285.8500061035156,286.3500061035156,5677328,0.0,0.0,BHEL
2024-09-04 00:00:00+05:30,283.5,284.79998779296875,276.79998779296875,278.70001220703125,14798436,0.0,0.0,BHEL
2024-09-05 00:00:00+05:30,279.0,280.45001220703125,270.25,273.54998779296875,18037015,0.0,0.0,BHEL
2024-09-06 00:00:00+05:30,272.04998779296875,273.20001220703125,263.1499938964844,263.79998779296875,20003822,0.0,0.0,BHEL
2024-09-09 00:00:00+05:30,263.70001220703125,265.79998779296875,258.20001220703125,262.04998779296875,17426762,0.0,0.0,BHEL
2024-09-10 00:00:00+05:30,263.1499938964844,267.70001220703125,261.8500061035156,264.5,11350960,0.0,0.0,BHEL
2024-09-11 00:00:00+05:30,265.04998779296875,267.20001220703125,257.3500061035156,258.75,10164459,0.0,0.0,BHEL
2024-09-12 00:00:00+05:30,260.1499938964844,266.5,259.6499938964844,266.0,12118164,0.0,0.0,BHEL
