Date,Open,High,Low,Close,Volume
,ONGC.NS,ONGC.NS,ONGC.NS,ONGC.NS,ONGC.NS
2024-07-31,315.3257273678211,320.4537703997935,313.14158235828364,317.3674621582031,21393361
2024-08-01,320.7861073969726,327.3386001522055,320.1688515668368,324.53717041015625,36044960
2024-08-02,320.97606602816734,320.97606602816734,312.09698858306143,313.4739685058594,22939377
2024-08-05,304.21505147361296,307.01645248627034,290.5878070151969,294.6237487792969,37986023
2024-08-06,298.94459379039375,306.2093127536376,289.78063693737914,290.68280029296875,28386636
2024-08-07,296.66543492510357,314.28114989784626,296.2855874040206,312.5243225097656,66110716
2024-08-08,312.4293641506326,312.4293641506326,305.49705246532983,306.4466857910156,23478224
2024-08-09,317.1300775378895,318.93437515636083,311.66968562536465,315.8005676269531,29814474
2024-08-12,315.9905094173512,327.33863998036657,313.28404846921455,324.10986328125,34754596
2024-08-13,326.7688472392465,327.62351147307413,316.18044099788546,318.9818420410156,28943385
2024-08-14,318.93434987368727,319.55160572311314,310.340151113037,311.6221618652344,17812763
2024-08-16,315.8005771813082,318.8394156689428,312.0970126986052,312.9991760253906,16584396
2024-08-19,318.12720041940054,321.68832579722965,316.7502203477683,318.4120788574219,19636518
2024-08-20,318.934360161664,319.07679936527876,311.527202788093,313.4739685058594,14972714
2024-08-21,313.9962864719523,314.8034806800549,310.0553135506423,311.19488525390625,11835143
2024-08-22,312.00202297098735,313.8538195803826,307.30135531565355,308.0135803222656,13387819
2024-08-23,310.45395272138234,310.8367507749102,303.89843018434857,305.1903991699219,13229612
2024-08-26,309.5926475862537,314.9519079141875,308.92272909315477,313.7556457519531,21346682
2024-08-27,315.2389901384627,318.2535648599854,311.98516299133325,314.712646484375,20165503
2024-08-28,314.52122774683323,316.10028788903577,310.693188999376,313.707763671875,12446738
2024-08-29,312.0808857917699,315.95676360292924,310.9803304187165,315.430419921875,13799961
2024-08-30,316.2438536086658,320.0240242396589,315.38252155077294,316.53094482421875,19666466
2024-09-02,315.8131998717925,317.6793804623731,311.79374746390425,312.17657470703125,8975511
2024-09-03,312.9421762006469,313.8991859137987,307.8221683941609,308.3485412597656,10321111
2024-09-04,301.45806177072427,302.6064851168603,295.14179177821387,300.88385009765625,25397204
2024-09-05,303.3242387883058,303.3242387883058,296.8165552471994,298.0128173828125,15571640
2024-09-06,298.10853515816865,299.6875953941265,290.6438708396662,295.52459716796875,27946491
2024-09-09,295.4289142592933,295.4289142592933,281.9829100783012,286.0502014160156,30369085
2024-09-10,287.1986337477142,288.53844156560126,282.31787814876407,282.89208984375,15618589
2024-09-11,279.82962566953404,279.82962566953404,271.07299290490346,273.03485107421875,44826300
2024-09-12,275.61879438696565,282.0786098804101,274.18327983286684,281.40869140625,21964895
2024-09-13,282.98776216040244,284.4711154197897,278.5376439710076,278.92047119140625,13672371
2024-09-16,282.12646476339836,282.70067645888935,278.82479862416017,279.92535400390625,10971110
2024-09-17,281.0737380199888,283.8490600861842,279.5903555806387,281.9828796386719,11873436
2024-09-18,284.8061006135487,284.99748503558885,275.5230945788397,277.9156188964844,13421760
2024-09-19,275.04459514194326,276.76723020800654,270.3552532279627,272.9870300292969,17067311
2024-09-20,274.6617574500205,276.62361546384585,272.93915183815506,273.9440002441406,16585530
2024-09-23,276.00159906631325,283.6576768723448,275.1881349582986,282.74853515625,14621229
2024-09-24,283.5619646602865,289.0169316754817,282.03077249272576,286.5765686035156,16986759
2024-09-25,286.57655240609876,288.251319299626,283.94477585912733,285.8587951660156,10609614
2024-09-26,284.2797219381772,285.85881132008893,278.96832974365856,282.50927734375,27812412
2024-09-27,280.1167353965192,285.61954086750336,277.24570645513614,284.42327880859375,35706130
2024-09-30,284.2318796499954,288.825514507546,281.12159813867385,284.80609130859375,16294341
2024-10-01,284.2318740018677,286.28943896580824,278.20272472043877,279.39898681640625,10919818
2024-10-03,282.3178804279337,285.1889097204211,278.0591752951625,279.49468994140625,28124665
2024-10-04,284.2318959700466,286.81583397929495,280.5952705994791,282.55712890625,23104209
2024-10-07,283.27487158789876,283.56196281604457,269.39823091889696,277.0064697265625,20917962
2024-10-08,275.7623343302824,281.26514000783084,268.48905489796437,280.8345031738281,10572360
2024-10-09,278.7290666338889,279.3511170788153,274.5182299232901,276.0972900390625,13147475
2024-10-10,276.28870904933325,279.5903749548383,275.18812454188026,276.3365478515625,7237212
2024-10-11,278.77691292811767,281.025891556177,277.0543071565419,279.9731750488281,7011704
2024-10-14,280.11672942458046,280.3081138265558,272.891289219439,274.1832580566406,12690951
2024-10-15,274.08757076208184,274.08757076208184,268.7761786379471,271.503662109375,15087155
2024-10-16,270.8337368304725,274.90102793128347,268.5847582630182,273.13055419921875,18188885
2024-10-17,272.747784901797,275.23601614904277,268.8719070091249,269.49395751953125,13343303
2024-10-18,269.8767182431354,272.2692423410355,267.1971029357338,271.1208190917969,14028398
2024-10-21,269.0632753401779,271.79075886711604,262.7470053845367,264.7088928222656,10299773
2024-10-22,266.0487156584258,266.19226128258504,258.3926375099819,259.1582336425781,10028511
2024-10-23,258.3926211123046,262.6034579856036,253.65541137633159,259.2060852050781,18823321
2024-10-24,260.21092646009345,260.7372993080896,256.81355377430333,257.53131103515625,7488521
2024-10-25,258.3926140638598,258.6797052861281,250.35373857855217,252.69839477539062,12961181
2024-10-28,249.44458071899763,253.65541769722745,244.324587416242,252.0285186767578,13835091
2024-10-29,252.0284991105579,254.13390283341045,248.24829928168393,253.60755920410156,9122757
2024-10-30,253.60756912934335,254.75599244538384,249.82736915252661,250.40158081054688,11166643
2024-10-31,252.07635316577014,256.76569492955826,249.92308130637184,254.7081298828125,16173656
2024-11-01,258.201202237946,262.2206546113155,257.1006469374528,260.0673828125,2955757
2024-11-04,262.22063335768144,262.5555925625826,248.96604440705508,253.89463806152344,14355959
2024-11-05,253.79896947383304,257.05279642490956,252.26774820108625,255.9043731689453,11676017
