Price,Close,High,Low,Open,Volume
Ticker,IOC.NS,IOC.NS,IOC.NS,IOC.NS,IOC.NS
Date,,,,,
2024-07-31,181.6699981689453,184.85000610351562,180.0800018310547,183.5,32726809
2024-08-01,179.72999572753906,182.49000549316406,177.8699951171875,182.0,26184112
2024-08-02,177.2899932861328,179.2899932861328,174.63999938964844,178.0,27097002
2024-08-05,170.58999633789062,174.8800048828125,166.99000549316406,172.0,37579908
2024-08-06,167.00999450683594,174.39999389648438,166.27999877929688,172.0,18084781
2024-08-07,172.22000122070312,172.5,169.07000732421875,171.24000549316406,15591095
2024-08-08,170.22999572753906,172.1199951171875,169.1999969482422,171.99000549316406,14932165
2024-08-09,169.08999633789062,173.0,168.8000030517578,172.10000610351562,14137851
2024-08-12,169.16000366210938,171.0,167.7899932861328,168.0,11563339
2024-08-13,164.1199951171875,168.69000244140625,163.00999450683594,168.30999755859375,16620160
2024-08-14,163.74000549316406,165.63999938964844,163.10000610351562,165.00999450683594,14369897
2024-08-16,167.1699981689453,167.4499969482422,164.85000610351562,165.25,10622879
2024-08-19,170.0800018310547,170.80999755859375,169.32000732421875,170.0,11457875
2024-08-20,172.22999572753906,173.39999389648438,171.02999877929688,171.99000549316406,15526789
2024-08-21,173.88999938964844,174.85000610351562,172.11000061035156,173.0,15640289
2024-08-22,173.7899932861328,175.49000549316406,173.39999389648438,174.8800048828125,11809546
2024-08-23,173.1300048828125,175.49000549316406,172.6699981689453,173.60000610351562,13815705
2024-08-26,173.4600067138672,174.3699951171875,172.39999389648438,174.0,8952470
2024-08-27,173.25,174.6300048828125,171.75,172.8000030517578,11132430
2024-08-28,173.75,176.5,173.22999572753906,173.25,14449023
2024-08-29,176.83999633789062,177.3000030517578,173.16000366210938,173.88999938964844,21375638
2024-08-30,176.97000122070312,178.77999877929688,176.1199951171875,178.0,22288432
2024-09-02,178.72999572753906,181.1999969482422,177.00999450683594,179.25,26940504
2024-09-03,176.1300048828125,178.91000366210938,175.60000610351562,178.60000610351562,11874065
2024-09-04,177.02999877929688,179.6999969482422,176.11000061035156,177.0,23923887
2024-09-05,181.33999633789062,184.0,177.91000366210938,178.64999389648438,46162315
2024-09-06,176.63999938964844,181.2899932861328,174.6999969482422,181.08999633789062,31875186
2024-09-09,175.33999633789062,177.2100067138672,173.64999389648438,175.5,15121584
2024-09-10,175.5500030517578,176.74000549316406,174.5500030517578,176.11000061035156,14875095
2024-09-11,169.74000549316406,177.88999938964844,169.08999633789062,176.99000549316406,29731172
2024-09-12,173.25999450683594,173.6999969482422,170.07000732421875,171.49000549316406,18368650
2024-09-13,173.19000244140625,176.0,172.4499969482422,173.25,15061240
2024-09-16,171.82000732421875,174.11000061035156,171.58999633789062,173.8000030517578,8492383
2024-09-17,170.50999450683594,171.9499969482422,170.0500030517578,171.32000732421875,6417946
2024-09-18,168.4499969482422,171.05999755859375,167.60000610351562,170.60000610351562,10726650
2024-09-19,165.0399932861328,169.94000244140625,162.19000244140625,168.88999938964844,19197503
2024-09-20,167.0500030517578,167.75,165.0,165.39999389648438,20652037
2024-09-23,169.72999572753906,170.1999969482422,167.0,167.5500030517578,9393577
2024-09-24,169.88999938964844,170.9499969482422,168.8000030517578,169.1699981689453,10027795
2024-09-25,169.82000732421875,170.94000244140625,168.5,169.60000610351562,8749024
2024-09-26,171.36000061035156,171.89999389648438,168.61000061035156,170.2100067138672,11349547
2024-09-27,180.00999450683594,180.75,171.5,171.60000610351562,52095985
2024-09-30,180.14999389648438,182.4600067138672,176.1699981689453,179.7100067138672,33375167
2024-10-01,179.05999755859375,181.33999633789062,177.27000427246094,180.0,17390545
2024-10-03,171.3300018310547,176.1999969482422,170.72999572753906,173.22000122070312,25392543
2024-10-04,168.64999389648438,170.49000549316406,165.60000610351562,169.5,25223563
2024-10-07,162.74000549316406,170.7899932861328,162.10000610351562,170.7899932861328,19798152
2024-10-08,164.24000549316406,165.0,160.75999450683594,162.0500030517578,14948163
2024-10-09,164.74000549316406,169.24000549316406,164.4600067138672,167.7899932861328,20278252
2024-10-10,164.38999938964844,167.1999969482422,164.00999450683594,165.1699981689453,10145184
2024-10-11,163.14999389648438,164.74000549316406,162.60000610351562,164.38999938964844,8750905
