Price,Close,High,Low,Open,Volume
Ticker,GAIL.NS,GAIL.NS,GAIL.NS,GAIL.NS,GAIL.NS
Date,,,,,
2024-07-31,232.19076538085938,237.32657979080528,229.7722172516663,232.21967121764465,87632493
2024-08-01,230.2925262451172,235.06218022886748,228.4810154760124,234.09861317344857,21967072
2024-08-02,228.37503051757812,230.77431786271106,223.64392728379912,227.77762362719332,14930829
2024-08-05,216.3882598876953,222.37200304597812,212.94831845527273,221.62042192177705,18627263
2024-08-06,215.26087951660156,222.16002332929978,214.2973124378292,217.7565294248008,14389267
2024-08-07,225.01219177246094,225.55178699231794,217.38074215691114,218.83572317494463,16963242
2024-08-08,219.02842712402344,223.76917531799316,218.41174479073143,223.5475590099153,13656192
2024-08-09,219.09588623046875,223.258488349207,218.72972603703124,223.258488349207,9460718
2024-08-12,223.45120239257812,226.34190366390703,217.14948009034256,218.22867052672126,20362324
2024-08-13,218.88389587402344,225.57105359220063,217.86251714756827,224.7905519267738,12565171
2024-08-14,218.40211486816406,221.4951569186835,216.87004676079025,219.98236426944646,12489039
2024-08-16,224.07752990722656,224.5111321575153,218.38284487188218,219.96309431268736,10347738
2024-08-19,230.22508239746094,230.87068529929869,225.0218258877146,225.4747036053736,19004338
2024-08-20,228.09559631347656,232.84597487635506,227.51745019457078,231.256095103664,13957013
2024-08-21,227.54635620117188,230.09017266110854,226.7755143125405,229.32896115008177,7715949
2024-08-22,225.5421600341797,228.84718815734956,224.99291972522576,228.5099337883918,10788298
2024-08-23,221.1097412109375,226.71769402651785,220.51233432034564,226.05284508514964,11234936
2024-08-26,226.6791534423828,227.3054661573575,221.47589714036746,222.77670386443796,13276274
2024-08-27,227.90289306640625,229.13625776982974,225.57106246453162,226.43826696751572,11974901
2024-08-28,226.89114379882812,229.32896735965733,225.628873263719,228.8471838147841,11745870
2024-08-29,223.46084594726562,226.6116997254322,220.3581587609987,225.52287891861695,14620812
2024-08-30,229.03025817871094,230.6105075782064,224.03897313332973,224.03897313332973,23605945
2024-09-02,225.53250122070312,231.5355198214123,224.87728268451428,229.9552704485768,11344611
2024-09-03,224.05825805664062,227.18022077415353,222.72853074499986,226.43826998548337,11468711
2024-09-04,221.59152221679688,223.00796699840794,219.66438805981494,220.74357848280744,10067531
2024-09-05,219.8089141845703,223.35484862961079,218.64300626941056,223.25848604195465,12026014
2024-09-06,214.7020263671875,220.0979932574094,213.86371299970406,219.59693425306918,12081433
2024-09-09,209.8167266845703,214.87545373437052,207.93777386378923,214.00824926412278,11247785
2024-09-10,211.91729736328125,213.7577139845144,209.66255396183539,211.4066079955059,10945760
2024-09-11,209.27713012695312,213.19884037842928,207.16691593312913,212.06183831580006,12709020
2024-09-12,212.6014404296875,212.9194193311593,209.68183334683445,210.2503343966476,9267929
2024-09-13,210.8959197998047,213.66136728726173,210.24070124991056,212.60143762964867,8023988
2024-09-16,209.89381408691406,212.51471766188274,209.09405166413126,211.9847528392114,6528370
2024-09-17,211.72459411621094,213.38193069935235,209.93235872759834,210.71284572374353,7453731
2024-09-18,209.99981689453125,213.08322868523538,208.1497698201088,211.71496516257503,9639142
2024-09-19,203.23556518554688,211.4547911384782,201.01935797802517,211.02118889638774,22834523
2024-09-20,204.43038940429688,206.43461063800956,202.22381262028094,204.1991280186455,29582243
2024-09-23,212.302734375,212.9001412537009,203.91970380351094,205.23978598497584,17538036
2024-09-24,214.56710815429688,215.54995068279305,211.58968943579578,212.17746593678598,13952725
2024-09-25,217.37109375,217.7661597809455,213.96970313850042,214.52857380847695,14897710
2024-09-26,222.16966247558594,222.68998221496346,216.67731851099504,218.68153974565118,25633119
2024-09-27,228.3461151123047,229.23259503287412,223.54755532598904,225.47468942362687,31529491
2024-09-30,231.5355224609375,236.07392978442172,222.24673658733042,225.47469212063137,29251437
2024-10-01,231.02484130859375,235.59215463003642,230.30216598764272,231.44881318267707,14256684
2024-10-03,231.545166015625,235.100730797326,223.68245532633605,223.68245532633605,22452808
2024-10-04,221.8035125732422,233.17360726673817,220.88812677099557,232.65327280037172,20561689
2024-10-07,215.78121948242188,225.715593965767,213.9600782451564,223.54756798317158,15437600
2024-10-08,216.56170654296875,219.07661727158242,213.025417036956,214.12388294699028,9387045
2024-10-09,214.4514923095703,218.37321748014958,214.05642626824996,217.04349017173817,9953771
2024-10-10,217.39999389648438,221.1097329334478,215.4343235766894,215.8390199747982,10108642
2024-10-11,221.0422821044922,222.1022117728412,217.2072892457812,217.7661599161046,12660791
2024-10-14,222.26602172851562,223.162146779167,218.87426141153566,221.04228739176253,12947771
2024-10-15,222.8056182861328,225.3783407003808,220.00164917577902,221.74570328895757,16946397
2024-10-16,223.41265869140625,225.9564751368148,221.3409953975245,222.13111273971916,14363208
2024-10-17,213.93116760253906,221.74569722348556,212.84233209526656,220.99411607596537,15315848
2024-10-18,213.36265563964844,214.08533096378142,209.431314814888,213.91189594336572,10150771
2024-10-21,211.6475067138672,215.4054272092526,210.63577302555868,214.8754623659828,8211751
2024-10-22,204.4014892578125,211.5415101419798,203.6499081121107,210.25997886490202,12878742
2024-10-23,203.76553344726562,207.49453337604996,200.5183170628872,203.04285813065675,7866079
2024-10-24,202.77305603027344,205.9046489995421,202.3490841681292,203.55354300246327,6846772
2024-10-25,198.5718994140625,203.40901012151718,195.0645159404294,202.83086401041223,10268644
