Price,Close,High,Low,Open,Volume
Ticker,RECLTD.NS,RECLTD.NS,RECLTD.NS,RECLTD.NS,RECLTD.NS
Date,,,,,
2024-07-31,623.7559814453125,627.628738800037,620.1736690734748,621.5291577850634,6874000
2024-08-01,605.3120727539062,626.3701938756918,604.1018359078266,619.6412651927699,10556749
2024-08-02,591.6121215820312,604.634280842432,588.368710726558,593.3064530335513,12658405
2024-08-05,560.678466796875,578.2027306710255,554.4336923426841,569.3921715351047,19358145
2024-08-06,547.4627075195312,590.0630410783531,545.623124023873,571.2317454478374,13961254
2024-08-07,571.6674194335938,574.4751331214545,556.1279920242333,565.1321412535608,13508638
2024-08-08,564.9868774414062,575.2981175480733,563.3894004868328,567.358953142717,7233983
2024-08-09,571.6590576171875,578.0876411353433,569.9057535211821,574.7759105652877,6604483
2024-08-12,563.7693481445312,570.1492417628384,559.2401379193929,568.2011790122007,7486860
2024-08-13,554.1751708984375,567.5681025029116,552.6654341348739,561.0420803037908,7635406
2024-08-14,549.0615234375,558.0226243930575,545.5062849738308,556.4154487697199,4468230
2024-08-16,564.5973510742188,566.3505957858073,549.3537351745069,557.3408049163672,6950751
2024-08-19,569.1265258789062,575.9447455680771,564.9382028170185,570.1979960715848,6715017
2024-08-20,584.3214721679688,585.879898658651,566.3992702743234,571.7077533990847,10518490
2024-08-21,578.7694702148438,589.2403077728911,576.9674764533636,587.1948061612238,6820599
2024-08-22,579.8895263671875,582.422043485811,575.9934010617554,579.7434573383264,3337019
2024-08-23,571.4642333984375,581.5454345929983,570.5388916798171,578.672030077349,4656124
2024-08-26,574.5323486328125,583.3473796130194,571.8537625106876,582.5194173233613,7437582
2024-08-27,601.3182983398438,604.1917030382568,571.3181412474624,574.6785616761094,16554285
2024-08-28,602.487060546875,609.9871135940704,599.32145875976,603.4124021900624,9811133
2024-08-29,609.9871826171875,619.4839890531438,603.0228341174221,612.6657690478419,15661951
2024-08-30,603.6558837890625,615.5877669297096,601.9513290546844,611.8864599679472,8931237
